Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	DDPHENO:0001011	IAO:0000115	Reduction in amount or accumulation of intracellular cAMP.	
ERROR	duplicate_definition	DDPHENO:0001329	IAO:0000115	Reduction in amount or accumulation of intracellular cAMP.	
ERROR	duplicate_definition	DDPHENO:0000367	IAO:0000115	Prestalk gene expression occurring in an abnormal position or in an unusual manner or form.	
ERROR	duplicate_definition	DDPHENO:0000415	IAO:0000115	Prestalk gene expression occurring in an abnormal position or in an unusual manner or form.	
ERROR	duplicate_definition	DDPHENO:0001491	IAO:0000115	Late onset or slower progression of phagosome acidification.	
ERROR	duplicate_definition	DDPHENO:0001492	IAO:0000115	Late onset or slower progression of phagosome acidification.	
ERROR	duplicate_definition	DDPHENO:0000540	IAO:0000115	Increase in relative or proportionate dimensions of the pseudopod.	
ERROR	duplicate_definition	DDPHENO:0001178	IAO:0000115	Increase in relative or proportionate dimensions of the pseudopod.	
ERROR	duplicate_definition	DDPHENO:0001186	IAO:0000115	Increase in amount or accumulation of intracellular 2,3-bisphosphoglycerate.	
ERROR	duplicate_definition	DDPHENO:0001474	IAO:0000115	Increase in amount or accumulation of intracellular 2,3-bisphosphoglycerate.	
ERROR	duplicate_definition	DDPHENO:0000230	IAO:0000115	Deviation from the normal, usual, or expected morphology of the endosome.	
ERROR	duplicate_definition	DDPHENO:0001206	IAO:0000115	Deviation from the normal, usual, or expected morphology of the endosome.	
ERROR	duplicate_definition	DDPHENO:0001043	IAO:0000115	Deviation from the normal, usual, or expected events during organelle organization and biogenesis.	
ERROR	duplicate_definition	DDPHENO:0001237	IAO:0000115	Deviation from the normal, usual, or expected events during organelle organization and biogenesis.	
ERROR	duplicate_definition	DDPHENO:0001057	IAO:0000115	Complete inability to polymerize actin into F-actin.	
ERROR	duplicate_definition	DDPHENO:0001445	IAO:0000115	Complete inability to polymerize actin into F-actin.	
ERROR	duplicate_definition	DDPHENO:0001446	IAO:0000115	Complete inability to depolymerize actin into F-actin.	
ERROR	duplicate_definition	DDPHENO:0001447	IAO:0000115	Complete inability to depolymerize actin into F-actin.	
ERROR	missing_ontology_description	ddpheno.owl	dc11:description		
ERROR	duplicate_label	DDPHENO:0000574	rdfs:label	increased double-strand break repair via homologous recombination	
ERROR	duplicate_label	DDPHENO:0001460	rdfs:label	increased double-strand break repair via homologous recombination	
ERROR	duplicate_label	DDPHENO:0000572	rdfs:label	decreased double-strand break repair via homologous recombination	
ERROR	duplicate_label	DDPHENO:0001459	rdfs:label	decreased double-strand break repair via homologous recombination	
ERROR	duplicate_label	DDPHENO:0000571	rdfs:label	aberrant double-strand break repair via homologous recombination	
ERROR	duplicate_label	DDPHENO:0001458	rdfs:label	aberrant double-strand break repair via homologous recombination	
