defined_class	defined_class_label	biological_process	biological_process_label
DDPHENO:0000005	aberrant autophagy	GO:0006914	autophagy
DDPHENO:0000008	aberrant post-transciptional gene silencing by RNA	GO:0016441	posttranscriptional gene silencing
DDPHENO:0000009	aberrant fruiting body morphogenesis	GO:0031288	sorocarp morphogenesis
DDPHENO:0000012	aberrant pre-miRNA processing	GO:0031054	pre-miRNA processing
DDPHENO:0000017	aberrant transitive RNA interference	GO:0036453	transitive RNA interference
DDPHENO:0000020	aberrant RNA interference	GO:0016246	RNA interference
DDPHENO:0000022	aberrant production of siRNA involved in RNA interference	GO:0030422	production of siRNA involved in RNA interference
DDPHENO:0000023	aberrant sporulation	GO:0043934	sporulation
DDPHENO:0000033	aberrant secretion	GO:0032940	secretion by cell
DDPHENO:0000034	aberrant contractile vacuole discharge	GO:0070177	contractile vacuole discharge
DDPHENO:0000039	aberrant plasma membrane organization	GO:0007009	plasma membrane organization
DDPHENO:0000040	aberrant response to chemical	GO:0042221	response to chemical
DDPHENO:0000041	aberrant response to N-Phenylthiourea	GO:1902610	response to N-phenylthiourea
DDPHENO:0000042	aberrant membrane ruffling	GO:0097178	ruffle assembly
DDPHENO:0000045	aberrant phosphatidylinositol metabolism	GO:0046488	phosphatidylinositol metabolic process
DDPHENO:0000046	aberrant phosphatidylinositol biosynthesis	GO:0006661	phosphatidylinositol biosynthetic process
DDPHENO:0000090	aberrant endocytosis	GO:0006897	endocytosis
DDPHENO:0000115	aberrant substrate adhesion-dependent cell spreading	GO:0034446	substrate adhesion-dependent cell spreading
DDPHENO:0000120	aberrant cell-cell recognition	GO:0009988	cell-cell recognition
DDPHENO:0000122	aberrant cell-cell self recognition	GO:0097656	cell-cell self recognition
DDPHENO:0000127	aberrant socially cooperative development	GO:0099120	socially cooperative development
DDPHENO:0000149	aberrant cytokinesis	GO:0000910	cytokinesis
DDPHENO:0000151	aberrant F-actin organization	GO:0007015	actin filament organization
DDPHENO:0000154	aberrant sorocarp development	GO:0030587	sorocarp development
DDPHENO:0000164	aberrant regulation of chemorepellant activity	GO:1903667	regulation of chemorepellent activity
DDPHENO:0000177	aberrant positive regulation of chemorepellant activity	GO:1903669	positive regulation of chemorepellent activity
DDPHENO:0000187	aberrant cell-substrate adhesion	GO:0031589	cell-substrate adhesion
DDPHENO:0000190	aberrant negative regulation of chemorepellant activity	GO:1903668	negative regulation of chemorepellent activity
DDPHENO:0000198	aberrant activation of adenylate cyclase activity	GO:0007190	activation of adenylate cyclase activity
DDPHENO:0000209	aberrant response to osmotic stress	GO:0006970	response to osmotic stress
DDPHENO:0000211	aberrant cellular response to nitrogen starvation	GO:0006995	cellular response to nitrogen starvation
DDPHENO:0000212	aberrant macroautophagy	GO:0016236	macroautophagy
DDPHENO:0000222	aberrant phototaxis	GO:0042331	phototaxis
DDPHENO:0000223	aberrant thermotaxis	GO:0043052	thermotaxis
DDPHENO:0000233	aberrant contractile vacuole organization	GO:0033298	contractile vacuole organization
DDPHENO:0000234	aberrant mitosis	GO:0140014	mitotic nuclear division
DDPHENO:0000242	aberrant DNA repair	GO:0006281	DNA repair
DDPHENO:0000243	aberrant single-strand break repair	GO:0000012	single strand break repair
DDPHENO:0000244	aberrant double-strand break repair	GO:0006302	double-strand break repair
DDPHENO:0000251	aberrant regulation of mitochondrial membrane potential	GO:0051881	regulation of mitochondrial membrane potential
DDPHENO:0000252	aberrant positive regulation of mitochondrial membrane potential	GO:0010918	positive regulation of mitochondrial membrane potential
DDPHENO:0000253	aberrant negative regulation of mitochondrial membrane potential	GO:0010917	negative regulation of mitochondrial membrane potential
DDPHENO:0000254	aberrant cell motility in response to calcium ion	GO:0097231	cell motility in response to calcium ion
DDPHENO:0000258	aberrant defense response to bacterium	GO:0042742	defense response to bacterium
DDPHENO:0000264	aberrant cell motility	GO:0048870	cell motility
DDPHENO:0000265	aberrant myosin II filament organization	GO:0031038	myosin II filament organization
DDPHENO:0000280	aberrant defense response to fungus	GO:0050832	defense response to fungus
DDPHENO:0000284	aberrant defense response to Gram-positive bacterium	GO:0050830	defense response to Gram-positive bacterium 
DDPHENO:0000287	aberrant defense response to Gram-negative bacterium	GO:0050829	defense response to Gram-negative bacterium
DDPHENO:0000314	aberrant polyketide metabolic process	GO:0030638	polyketide metabolic process
DDPHENO:0000349	aberrant calcium-mediated signaling	GO:0019722	calcium-mediated signaling
DDPHENO:0000350	aberrant macropinocytosis	GO:0044351	macropinocytosis
DDPHENO:0000353	aberrant endosomal transport	GO:0016197	endosomal transport
DDPHENO:0000354	aberrant endocytic recycling	GO:0032456	endocytic recycling
DDPHENO:0000358	aberrant response to cAMP	GO:0051591	response to cAMP
DDPHENO:0000362	aberrant response to nocodazole	GO:1904402	response to nocodazole
DDPHENO:0000397	aberrant cytoskeleton organization	GO:0007010	cytoskeleton organization
DDPHENO:0000412	aberrant cell-cell adhesion	GO:0098609	cell-cell adhesion
DDPHENO:0000413	aberrant microtubule cytoskeleton organization	GO:0000226	microtubule cytoskeleton organization
DDPHENO:0000426	aberrant response to UV	GO:0009411	response to UV
DDPHENO:0000429	aberrant vesicle coat assembly	GO:0006901	vesicle coating
DDPHENO:0000432	aberrant glycogen metabolism	GO:0005977	glycogen metabolic process
DDPHENO:0000457	aberrant actin phosphorylation 	GO:0031289	actin phosphorylation
DDPHENO:0000471	aberrant protein localization	GO:0008104	protein localization 
DDPHENO:0000472	aberrant regulation of protein modification	GO:0031399	regulation of protein modification process
DDPHENO:0000477	aberrant lateral pseudopodium formation	GO:0031271	lateral pseudopodium assembly
DDPHENO:0000483	aberrant aggregation	GO:0031152	aggregation involved in sorocarp development
DDPHENO:0000513	aberrant sporulation	GO:0043934	sporulation
DDPHENO:0000533	aberrant anaphase	GO:0051322	anaphase
DDPHENO:0000553	aberrant contractile vacuole localization	GO:0140027	contractile vacuole localization
DDPHENO:0000554	aberrant contractile vacuole tethering involved in discharge	GO:0140025	contractile vacuole tethering involved in discharge
DDPHENO:0000556	aberrant contractile vacuole dissociation from plasma membrane	GO:0140026	contractile vacuole dissociation from plasma membrane
DDPHENO:0000558	aberrant pore formation during contractile vacuole discharge	GO:0140028	pore formation during contractile vacuole discharge
DDPHENO:0000560	aberrant endosomal vesicle fusion	GO:0034058	endosomal vesicle fusion
DDPHENO:0000563	aberrant endoplasmic reticulum organization	GO:0007029	endoplasmic reticulum organization
DDPHENO:0000564	aberrant endoplasmic reticulum membrane organization	GO:0090158	endoplasmic reticulum membrane organization
DDPHENO:0000566	aberrant lipid storage	GO:0019915	lipid storage
DDPHENO:0000567	aberrant lipid droplet formation	GO:0140042	lipid droplet formation
DDPHENO:0000571	aberrant double-strand break repair via homologous recombination	GO:0000724	double-strand break repair via homologous recombination
DDPHENO:0000575	aberrant double-strand break repair via nonhomologous end joining	GO:0006303	double-strand break repair via nonhomologous end joining
DDPHENO:0000579	aberrant cheating during development	GO:0099139	cheating during chimeric sorocarp development
DDPHENO:0000583	aberrant mating type determination	GO:0007531	mating type determination
DDPHENO:0000585	aberrant response to hypoxia	GO:0001666	response to hypoxia
DDPHENO:0000592	aberrant response to bacterium	GO:0009617	response to bacterium
DDPHENO:0000600	aberrant intermediate filament organization	GO:0045109	intermediate filament organization
DDPHENO:0000601	aberrant intermediate filament bundle assembly	GO:0045110	intermediate filament bundle assembly
DDPHENO:0000689	aberrant G protein-coupled receptor signaling	GO:0007186	G protein-coupled receptor signaling pathway
DDPHENO:0000694	aberrant cGMP-mediated signaling	GO:0019934	cGMP-mediated signaling
DDPHENO:0000698	aberrant epithelium-like organization	GO:0140509	epithelium-like organization
DDPHENO:0000710	aberrant response to bleomycin	GO:1904975	response to bleomycin
DDPHENO:0000713	aberrant response to hydroxyurea	GO:0072710	 response to hydroxyurea
DDPHENO:0001003	aberrant response to stimulus	GO:0050896	response to stimulus
DDPHENO:0001005	aberrant cellular metabolic process	GO:0044237	cellular metabolic process
DDPHENO:0001006	aberrant phagocytosis	GO:0006909	phagocytosis
DDPHENO:0001007	aberrant pinocytosis	GO:0006907	pinocytosis
DDPHENO:0001008	aberrant cellular process	GO:0009987	cellular process
DDPHENO:0001009	aberrant localization	GO:0051179	localization
DDPHENO:0001010	aberrant macrocyst formation	GO:0140084	sexual macrocyst formation
DDPHENO:0001012	aberrant stalk development	GO:0031150	sorocarp stalk development
DDPHENO:0001013	aberrant cell differentiation	GO:0030154	cell differentiation
DDPHENO:0001014	aberrant slug development	GO:0031153	slug development involved in sorocarp development
