defined_class	defined_class_label	biological_process	biological_process_label
DDPHENO:0000007	decreased autophagy	GO:0006914	autophagy
DDPHENO:0000011	decreased co-transcriptional gene silencing by RNA interference machinery    	GO:0033562	co-transcriptional gene silencing by RNA interference machine
DDPHENO:0000016	decreased pre-miRNA processing	GO:0031054	pre-miRNA processing
DDPHENO:0000037	decreased contractile vacuole discharge	GO:0070177	contractile vacuole discharge
DDPHENO:0000043	decreased membrane ruffling	GO:0097178	ruffle assembly
DDPHENO:0000047	decreased phosphatidylinositol synthesis	GO:0006661	phosphatidylinositol biosynthetic process
DDPHENO:0000051	decreased cellular hypotonic response	GO:0071476	cellular hypotonic response
DDPHENO:0000112	decreased cellular localization	GO:0051641	cellular localization
DDPHENO:0000118	decreased substrate adhesion-dependent cell spreading	GO:0034446	substrate adhesion-dependent cell spreading
DDPHENO:0000123	decreased cGMP-mediated signaling	GO:0019934	cGMP-mediated signaling
DDPHENO:0000128	decreased socially cooperative development	GO:0099120	socially cooperative development
DDPHENO:0000136	decreased myosin II assembly	GO:0031036	myosin II filament assembly
DDPHENO:0000137	decreased actin filament bundle assembly	GO:0051017	actin filament bundle assembly
DDPHENO:0000138	decreased cell-cell adhesion	GO:0098609	cell-cell adhesion
DDPHENO:0000139	decreased sexual fusion	GO:0000747	conjugation with cellular fusion
DDPHENO:0000141	decreased negative chemotaxis	GO:0050919	negative chemotaxis
DDPHENO:0000148	decreased cell motility	GO:0048870	cell motility
DDPHENO:0000188	decreased phagocytosis	GO:0006909	phagocytosis
DDPHENO:0000232	decreased spore germination	GO:0009847	spore germination
DDPHENO:0000237	decreased cell death	GO:0008219	cell death
DDPHENO:0000245	decreased double-strand break repair	GO:0006302	double-strand break repair
DDPHENO:0000246	decreased single-strand break repair	GO:0000012	single strand break repair
DDPHENO:0000279	decreased defense response to bacterium	GO:0042742	defense response to bacterium
DDPHENO:0000283	decreased defense response to fungus	GO:0050832	defense response to fungus
DDPHENO:0000286	decreased defense response to Gram-positive bacterium	GO:0050830	defense response to Gram-positive bacterium 
DDPHENO:0000289	decreased defense response to Gram-negative bacterium	GO:0050829	defense response to Gram-negative bacterium
DDPHENO:0000300	decreased gene expression	GO:0010467	gene expression
DDPHENO:0000342	decreased plasma membrane organization	GO:0007009	plasma membrane organization
DDPHENO:0000352	decreased macropinocytosis	GO:0044351	macropinocytosis
DDPHENO:0000356	decreased endocytic recycling	GO:0032456	endocytic recycling
DDPHENO:0000360	decreased response to cAMP	GO:0051591	response to cAMP
DDPHENO:0000378	decreased lateral pseudopodium retraction	GO:0120320	lateral pseudopodium retraction
DDPHENO:0000392	decreased establishment of cell polarity	GO:0030010	establishment of cell polarity
DDPHENO:0000393	decreased cell-substrate adhesion	GO:0031589	cell-substrate adhesion
