defined_class	defined_class_label	biological_process	biological_process_label
DDPHENO:0000010	abolished co-transcriptional gene silencing by RNA interference machinery	GO:0033562	co-transcriptional gene silencing by RNA interference machine
DDPHENO:0000014	abolished pre-miRNA processing	GO:0031054	pre-miRNA processing
DDPHENO:0000018	abolished transitive RNA interference	GO:0036453	transitive RNA interference
DDPHENO:0000019	abolished culmination	GO:0031154	culmination involved in sorocarp development
DDPHENO:0000021	abolished RNA interference	GO:0016246	RNA interference
DDPHENO:0000024	abolished regulation of siRNA processing	GO:0070921	regulation of siRNA processing
DDPHENO:0000025	abolished exocytosis	GO:0006887	exocytosis
DDPHENO:0000027	abolished phagosome reneutralization	GO:0044655	phagosome reneutralization
DDPHENO:0000028	abolished stalk development	GO:0031150	sorocarp stalk development
DDPHENO:0000030	abolished slug development	GO:0031153	slug development involved in sorocarp development
DDPHENO:0000035	abolished contractile vacuole discharge	GO:0070177	contractile vacuole discharge
DDPHENO:0000049	abolished phosphatidylinositol synthesis	GO:0006661	phosphatidylinositol biosynthetic process
DDPHENO:0000050	abolished cellular hypotonic response	GO:0071476	cellular hypotonic response
DDPHENO:0000110	abolished cellular localization	GO:0051641	cellular localization
DDPHENO:0000117	abolished substrate adhesion-dependent cell spreading	GO:0034446	substrate adhesion-dependent cell spreading
DDPHENO:0000125	abolished cell-cell self recognition	GO:0097656	cell-cell self recognition
DDPHENO:0000146	abolished negative chemotaxis	GO:0050919	negative chemotaxis
DDPHENO:0000193	abolished DIF-1 biosynthesis	GO:0031148	DIF-1 biosynthetic process
DDPHENO:0000247	abolished double strand break repair	GO:0006302	double-strand break repair
DDPHENO:0000248	abolished single-strand break repair	GO:0000012	single strand break repair
DDPHENO:0000257	abolished cell motility in response to calcium ion	GO:0097231	cell motility in response to calcium ion
DDPHENO:0000290	abolished defense response to Gram-positive bacterium	GO:0050830	defense response to Gram-positive bacterium 
DDPHENO:0000291	abolished defense response to Gram-negative  bacterium	GO:0050829	defense response to Gram-negative bacterium
DDPHENO:0000302	abolished vegetative growth	GO:0019954	asexual reproduction
DDPHENO:0000315	abolished polyketide metabolic process	GO:0030638	polyketide metabolic process
DDPHENO:0000351	abolished macropinocytosis	GO:0044351	macropinocytosis
DDPHENO:0000355	abolished endocytic recycling	GO:0032456	endocytic recycling
DDPHENO:0000361	abolished response to cAMP	GO:0051591	response to cAMP
DDPHENO:0000376	abolished filopodium formation	GO:0046847	filopodium assembly 
DDPHENO:0000385	abolished cytokinesis	GO:0000910	cytokinesis
DDPHENO:0000424	abolished sporulation	GO:0043934	sporulation
DDPHENO:0000438	abolished uracil biosynthetic process	GO:0046107	uracil biosynthetic process
DDPHENO:0000440	abolished thymidine biosynthetic process	GO:0046105	thymidine biosynthetic process
